java.lang.String	java.lang.String	<java.lang.String: java.io.ObjectStreamField[] serialPersistentFields>
org.bouncycastle.crypto.tls.DefaultTlsSRPGroupVerifier	java.lang.Object	<org.bouncycastle.crypto.tls.DefaultTlsSRPGroupVerifier: java.util.Vector DEFAULT_GROUPS>
org.bouncycastle.asn1.ASN1Enumerated	org.bouncycastle.asn1.ASN1Enumerated	<org.bouncycastle.asn1.ASN1Enumerated: org.bouncycastle.asn1.ASN1Enumerated[] cache>
org.apache.fontbox.cff.CharStringCommand	java.lang.Object	<org.apache.fontbox.cff.CharStringCommand: java.util.Map TYPE2_VOCABULARY>
org.apache.fontbox.cff.CharStringCommand	java.lang.Object	<org.apache.fontbox.cff.CharStringCommand: java.util.Map TYPE1_VOCABULARY>
org.bouncycastle.crypto.params.NaccacheSternPrivateKeyParameters	java.lang.Object	<org.bouncycastle.crypto.params.NaccacheSternPrivateKeyParameters: java.util.Vector smallPrimes>
org.apache.pdfbox.jbig2.image.FilterType	org.apache.pdfbox.jbig2.image.FilterType	<org.apache.pdfbox.jbig2.image.FilterType: org.apache.pdfbox.jbig2.image.FilterType[] $VALUES>
org.apache.pdfbox.pdmodel.font.PDType1Font	java.lang.Object	<org.apache.pdfbox.pdmodel.font.PDType1Font: java.util.Map ALT_NAMES>
org.apache.pdfbox.pdmodel.graphics.blend.BlendMode	java.lang.Object	<org.apache.pdfbox.pdmodel.graphics.blend.BlendMode: java.util.Map BLEND_MODES>
org.bouncycastle.jcajce.provider.asymmetric.x509.PKIXCertPath	java.lang.Object	<org.bouncycastle.jcajce.provider.asymmetric.x509.PKIXCertPath: java.util.List certificates>
org.bouncycastle.jcajce.provider.asymmetric.x509.PKIXCertPath	java.lang.Object	<org.bouncycastle.jcajce.provider.asymmetric.x509.PKIXCertPath: java.util.List certPathEncodings>
org.bouncycastle.cms.DefaultCMSSignatureEncryptionAlgorithmFinder	java.lang.Object	<org.bouncycastle.cms.DefaultCMSSignatureEncryptionAlgorithmFinder: java.util.Set RSA_PKCS1d5>
org.apache.pdfbox.pdmodel.common.function.PDFunctionType3	org.apache.pdfbox.pdmodel.common.function.PDFunction	<org.apache.pdfbox.pdmodel.common.function.PDFunctionType3: org.apache.pdfbox.pdmodel.common.function.PDFunction[] functionsArray>
org.bouncycastle.x509.X509StreamParser	java.lang.Object	<org.bouncycastle.x509.X509StreamParser: java.security.Provider _provider>
org.bouncycastle.cert.cmp.CertificateConfirmationContentBuilder	java.lang.Object	<org.bouncycastle.cert.cmp.CertificateConfirmationContentBuilder: java.util.List acceptedCerts>
org.bouncycastle.cert.cmp.CertificateConfirmationContentBuilder	java.lang.Object	<org.bouncycastle.cert.cmp.CertificateConfirmationContentBuilder: java.util.List acceptedReqIds>
org.apache.pdfbox.multipdf.LayerUtility	java.lang.Object	<org.apache.pdfbox.multipdf.LayerUtility: java.util.Set PAGE_TO_FORM_FILTER>
org.bouncycastle.pkcs.jcajce.JcaPKCS10CertificationRequest	java.lang.Object	<org.bouncycastle.pkcs.jcajce.JcaPKCS10CertificationRequest: java.util.Hashtable keyAlgorithms>
org.apache.fontbox.cff.CFFOperator	java.lang.Object	<org.apache.fontbox.cff.CFFOperator: java.util.Map keyMap>
org.apache.fontbox.cff.CFFOperator	java.lang.Object	<org.apache.fontbox.cff.CFFOperator: java.util.Map nameMap>
org.bouncycastle.jcajce.provider.asymmetric.util.DESUtil	java.lang.Object	<org.bouncycastle.jcajce.provider.asymmetric.util.DESUtil: java.util.Set des>
org.apache.fontbox.ttf.WGL4Names	java.lang.Object	<org.apache.fontbox.ttf.WGL4Names: java.util.Map MAC_GLYPH_NAMES_INDICES>
org.bouncycastle.eac.operator.jcajce.EACHelper	java.lang.Object	<org.bouncycastle.eac.operator.jcajce.EACHelper: java.util.Hashtable sigNames>
org.bouncycastle.jcajce.util.ProviderJcaJceHelper	java.lang.Object	<org.bouncycastle.jcajce.util.ProviderJcaJceHelper: java.security.Provider provider>
org.bouncycastle.crypto.tls.CertificateRequest	java.lang.Object	<org.bouncycastle.crypto.tls.CertificateRequest: java.util.Vector supportedSignatureAlgorithms>
org.bouncycastle.crypto.tls.CertificateRequest	java.lang.Object	<org.bouncycastle.crypto.tls.CertificateRequest: java.util.Vector certificateAuthorities>
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences$READING_DIRECTION	org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences$READING_DIRECTION	<org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences$READING_DIRECTION: org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences$READING_DIRECTION[] $VALUES>
org.bouncycastle.eac.jcajce.ProviderEACHelper	java.lang.Object	<org.bouncycastle.eac.jcajce.ProviderEACHelper: java.security.Provider provider>
org.apache.pdfbox.pdmodel.font.encoding.WinAnsiEncoding	java.lang.Object	<org.apache.pdfbox.pdmodel.font.encoding.WinAnsiEncoding: java.lang.Object[][] WIN_ANSI_ENCODING_TABLE>
org.bouncycastle.asn1.x509.X509ExtensionsGenerator	java.lang.Object	<org.bouncycastle.asn1.x509.X509ExtensionsGenerator: java.util.Hashtable extensions>
org.bouncycastle.asn1.x509.X509ExtensionsGenerator	java.lang.Object	<org.bouncycastle.asn1.x509.X509ExtensionsGenerator: java.util.Vector extOrdering>
org.apache.fontbox.type1.Type1Font	java.lang.Object	<org.apache.fontbox.type1.Type1Font: java.util.List subrs>
org.apache.fontbox.type1.Type1Font	org.apache.fontbox.type1.Type1CharStringReader	<org.apache.fontbox.type1.Type1Font: java.util.Map charStringCache>
org.apache.pdfbox.debugger.ui.PDFTreeCellRenderer$OverlayIcon	java.lang.Object	<org.apache.pdfbox.debugger.ui.PDFTreeCellRenderer$OverlayIcon: java.util.List overlays>
org.apache.pdfbox.debugger.ui.PDFTreeCellRenderer$OverlayIcon	javax.swing.ImageIcon	<org.apache.pdfbox.debugger.ui.PDFTreeCellRenderer$OverlayIcon: java.util.List overlays>
org.bouncycastle.asn1.BERConstructedOctetString	java.lang.Object	<org.bouncycastle.asn1.BERConstructedOctetString: java.util.Vector octs>
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties$BaseState	org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties$BaseState	<org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties$BaseState: org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties$BaseState[] $VALUES>
org.bouncycastle.crypto.params.SkeinParameters$Builder	java.lang.Object	<org.bouncycastle.crypto.params.SkeinParameters$Builder: java.util.Hashtable parameters>
org.bouncycastle.jcajce.spec.SkeinParameterSpec$Builder	java.lang.Object	<org.bouncycastle.jcajce.spec.SkeinParameterSpec$Builder: java.util.Map parameters>
org.apache.pdfbox.pdmodel.font.FontFormat	org.apache.pdfbox.pdmodel.font.FontFormat	<org.apache.pdfbox.pdmodel.font.FontFormat: org.apache.pdfbox.pdmodel.font.FontFormat[] $VALUES>
org.bouncycastle.cert.ocsp.OCSPReqBuilder	java.lang.Object	<org.bouncycastle.cert.ocsp.OCSPReqBuilder: java.util.List list>
org.bouncycastle.pqc.jcajce.provider.BouncyCastlePQCProvider	java.lang.Object	<org.bouncycastle.pqc.jcajce.provider.BouncyCastlePQCProvider: java.util.Map keyInfoConverters>
org.bouncycastle.crypto.digests.SkeinEngine	java.lang.Object	<org.bouncycastle.crypto.digests.SkeinEngine: java.util.Hashtable INITIAL_STATES>
org.bouncycastle.openssl.PEMUtilities	java.lang.Object	<org.bouncycastle.openssl.PEMUtilities: java.util.Map KEYSIZES>
org.bouncycastle.openssl.PEMUtilities	java.lang.Object	<org.bouncycastle.openssl.PEMUtilities: java.util.Set PKCS5_SCHEME_1>
org.bouncycastle.openssl.PEMUtilities	java.lang.Object	<org.bouncycastle.openssl.PEMUtilities: java.util.Set PKCS5_SCHEME_2>
org.apache.pdfbox.pdmodel.common.PDPageLabels$1	java.lang.Object	<org.apache.pdfbox.pdmodel.common.PDPageLabels$1: java.util.Map val$labelMap>
org.apache.pdfbox.jbig2.image.Resizer$Order	org.apache.pdfbox.jbig2.image.Resizer$Order	<org.apache.pdfbox.jbig2.image.Resizer$Order: org.apache.pdfbox.jbig2.image.Resizer$Order[] $VALUES>
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.Revisions	java.lang.Object	<org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.Revisions: java.util.List objects>
org.bouncycastle.asn1.teletrust.TeleTrusTNamedCurves	java.lang.Object	<org.bouncycastle.asn1.teletrust.TeleTrusTNamedCurves: java.util.Hashtable objIds>
org.bouncycastle.asn1.teletrust.TeleTrusTNamedCurves	java.lang.Object	<org.bouncycastle.asn1.teletrust.TeleTrusTNamedCurves: java.util.Hashtable names>
org.bouncycastle.asn1.teletrust.TeleTrusTNamedCurves	java.lang.Object	<org.bouncycastle.asn1.teletrust.TeleTrusTNamedCurves: java.util.Hashtable curves>
org.apache.commons.logging.impl.WeakHashtable$1	java.lang.Object	<org.apache.commons.logging.impl.WeakHashtable$1: org.apache.commons.logging.impl.WeakHashtable this$0>
org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequence	java.lang.Object	<org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequence: java.util.List instructions>
org.apache.fontbox.cff.CFFCIDFont	java.lang.Object	<org.apache.fontbox.cff.CFFCIDFont: java.util.List fontDictionaries>
org.apache.fontbox.cff.CFFCIDFont	java.lang.Object	<org.apache.fontbox.cff.CFFCIDFont: java.util.List privateDictionaries>
org.apache.pdfbox.pdfparser.PDFStreamParser	java.lang.Object	<org.apache.pdfbox.pdfparser.PDFStreamParser: java.util.List streamObjects>
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN	org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace	<org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN: org.apache.pdfbox.pdmodel.graphics.color.PDSeparation[] spotColorSpaces>
org.apache.pdfbox.pdmodel.PDPageContentStream$AppendMode	org.apache.pdfbox.pdmodel.PDPageContentStream$AppendMode	<org.apache.pdfbox.pdmodel.PDPageContentStream$AppendMode: org.apache.pdfbox.pdmodel.PDPageContentStream$AppendMode[] $VALUES>
org.bouncycastle.asn1.eac.BidirectionalMap	java.lang.Object	<org.bouncycastle.asn1.eac.BidirectionalMap: java.util.Hashtable reverseMap>
org.apache.fontbox.cff.CFFISOAdobeCharset	java.lang.Object	<org.apache.fontbox.cff.CFFISOAdobeCharset: java.lang.Object[][] CFF_ISO_ADOBE_CHARSET_TABLE>
org.bouncycastle.crypto.params.SkeinParameters	java.lang.Object	<org.bouncycastle.crypto.params.SkeinParameters: java.util.Hashtable parameters>
org.apache.pdfbox.debugger.PDFDebugger	java.lang.Object	<org.apache.pdfbox.debugger.PDFDebugger: java.util.Set SPECIALCOLORSPACES>
org.apache.pdfbox.debugger.PDFDebugger	java.lang.Object	<org.apache.pdfbox.debugger.PDFDebugger: java.util.Set OTHERCOLORSPACES>
org.bouncycastle.operator.jcajce.JceKTSKeyUnwrapper	java.lang.Object	<org.bouncycastle.operator.jcajce.JceKTSKeyUnwrapper: java.util.Map extraMappings>
org.apache.fontbox.ttf.GlyfCompositeDescript	org.apache.fontbox.ttf.GlyphDescription	<org.apache.fontbox.ttf.GlyfCompositeDescript: java.util.Map descriptions>
org.bouncycastle.cms.CMSSignedDataGenerator	java.lang.Object	<org.bouncycastle.cms.CMSSignedDataGenerator: java.util.List signerInfs>
org.bouncycastle.cms.CMSSignedGenerator	java.lang.Object	<org.bouncycastle.cms.CMSSignedGenerator: java.util.Map digests>
org.bouncycastle.cms.CMSSignedGenerator	java.lang.Object	<org.bouncycastle.cms.CMSSignedGenerator: java.util.List certs>
org.bouncycastle.cms.CMSSignedGenerator	java.lang.Object	<org.bouncycastle.cms.CMSSignedGenerator: java.util.List crls>
org.bouncycastle.cms.CMSSignedGenerator	java.lang.Object	<org.bouncycastle.cms.CMSSignedGenerator: java.util.List signerGens>
org.bouncycastle.cms.CMSSignedGenerator	java.lang.Object	<org.bouncycastle.cms.CMSSignedGenerator: java.util.List _signers>
org.bouncycastle.cms.CMSSignedGenerator	java.lang.Object	<org.bouncycastle.cms.CMSSignedGenerator: java.util.Set NO_PARAMS>
org.bouncycastle.cms.CMSSignedGenerator	java.lang.Object	<org.bouncycastle.cms.CMSSignedGenerator: java.util.Map EC_ALGORITHMS>
org.bouncycastle.operator.DefaultSignatureAlgorithmIdentifierFinder	java.lang.Object	<org.bouncycastle.operator.DefaultSignatureAlgorithmIdentifierFinder: java.util.Map algorithms>
org.bouncycastle.operator.DefaultSignatureAlgorithmIdentifierFinder	java.lang.Object	<org.bouncycastle.operator.DefaultSignatureAlgorithmIdentifierFinder: java.util.Set noParams>
org.bouncycastle.operator.DefaultSignatureAlgorithmIdentifierFinder	java.lang.Object	<org.bouncycastle.operator.DefaultSignatureAlgorithmIdentifierFinder: java.util.Map params>
org.bouncycastle.operator.DefaultSignatureAlgorithmIdentifierFinder	java.lang.Object	<org.bouncycastle.operator.DefaultSignatureAlgorithmIdentifierFinder: java.util.Set pkcs15RsaEncryption>
org.bouncycastle.operator.DefaultSignatureAlgorithmIdentifierFinder	java.lang.Object	<org.bouncycastle.operator.DefaultSignatureAlgorithmIdentifierFinder: java.util.Map digestOids>
org.bouncycastle.crypto.tls.DTLSReassembler	java.lang.Object	<org.bouncycastle.crypto.tls.DTLSReassembler: java.util.Vector missing>
org.bouncycastle.x509.X509Util	java.lang.Object	<org.bouncycastle.x509.X509Util: java.util.Hashtable algorithms>
org.bouncycastle.x509.X509Util	java.lang.Object	<org.bouncycastle.x509.X509Util: java.util.Set noParams>
org.bouncycastle.x509.X509Util	java.lang.Object	<org.bouncycastle.x509.X509Util: java.util.Hashtable params>
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont	java.lang.Object	<org.apache.pdfbox.pdmodel.font.PDTrueTypeFont: java.util.Map INVERTED_MACOS_ROMAN>
org.bouncycastle.dvcs.VPKCRequestData	java.lang.Object	<org.bouncycastle.dvcs.VPKCRequestData: java.util.List chains>
org.bouncycastle.operator.bc.BcDefaultDigestProvider	java.lang.Object	<org.bouncycastle.operator.bc.BcDefaultDigestProvider: java.util.Map lookup>
org.bouncycastle.asn1.cryptopro.GOST3410NamedParameters	java.lang.Object	<org.bouncycastle.asn1.cryptopro.GOST3410NamedParameters: java.util.Hashtable params>
org.bouncycastle.asn1.cryptopro.GOST3410NamedParameters	java.lang.Object	<org.bouncycastle.asn1.cryptopro.GOST3410NamedParameters: java.util.Hashtable objIds>
org.bouncycastle.asn1.cryptopro.GOST3410NamedParameters	java.lang.Object	<org.bouncycastle.asn1.cryptopro.GOST3410NamedParameters: java.util.Hashtable names>
org.bouncycastle.jcajce.provider.asymmetric.util.PKCS12BagAttributeCarrierImpl	java.lang.Object	<org.bouncycastle.jcajce.provider.asymmetric.util.PKCS12BagAttributeCarrierImpl: java.util.Hashtable pkcs12Attributes>
org.bouncycastle.jcajce.provider.asymmetric.util.PKCS12BagAttributeCarrierImpl	java.lang.Object	<org.bouncycastle.jcajce.provider.asymmetric.util.PKCS12BagAttributeCarrierImpl: java.util.Vector pkcs12Ordering>
org.bouncycastle.cms.jcajce.JceKeyTransRecipient	java.lang.Object	<org.bouncycastle.cms.jcajce.JceKeyTransRecipient: java.util.Map extraMappings>
org.apache.pdfbox.pdmodel.encryption.SecurityProvider	java.lang.Object	<org.apache.pdfbox.pdmodel.encryption.SecurityProvider: java.security.Provider provider>
org.bouncycastle.x509.X509AttributeCertStoreSelector	java.lang.Object	<org.bouncycastle.x509.X509AttributeCertStoreSelector: java.util.Collection targetNames>
org.bouncycastle.x509.X509AttributeCertStoreSelector	java.lang.Object	<org.bouncycastle.x509.X509AttributeCertStoreSelector: java.util.Collection targetGroups>
org.apache.pdfbox.text.TextPosition	java.lang.Object	<org.apache.pdfbox.text.TextPosition: java.util.Map DIACRITICS>
org.bouncycastle.crypto.engines.GOST28147Engine	java.lang.Object	<org.bouncycastle.crypto.engines.GOST28147Engine: java.util.Hashtable sBoxes>
org.bouncycastle.operator.jcajce.OperatorHelper	java.lang.Object	<org.bouncycastle.operator.jcajce.OperatorHelper: java.util.Map symmetricWrapperAlgNames>
org.bouncycastle.operator.jcajce.OperatorHelper	java.lang.Object	<org.bouncycastle.operator.jcajce.OperatorHelper: java.util.Map symmetricWrapperKeySizes>
org.bouncycastle.operator.jcajce.OperatorHelper	java.lang.Object	<org.bouncycastle.operator.jcajce.OperatorHelper: java.util.Map asymmetricWrapperAlgNames>
org.bouncycastle.operator.jcajce.OperatorHelper	java.lang.Object	<org.bouncycastle.operator.jcajce.OperatorHelper: java.util.Map oids>
org.bouncycastle.operator.jcajce.OperatorHelper	java.lang.Object	<org.bouncycastle.operator.jcajce.OperatorHelper: java.util.Map symmetricKeyAlgNames>
org.bouncycastle.jcajce.provider.asymmetric.ec.KeyPairGeneratorSpi$EC	java.lang.Object	<org.bouncycastle.jcajce.provider.asymmetric.ec.KeyPairGeneratorSpi$EC: java.util.Hashtable ecParameters>
org.bouncycastle.asn1.cryptopro.ECGOST3410NamedCurves	java.lang.Object	<org.bouncycastle.asn1.cryptopro.ECGOST3410NamedCurves: java.util.Hashtable params>
org.bouncycastle.asn1.cryptopro.ECGOST3410NamedCurves	java.lang.Object	<org.bouncycastle.asn1.cryptopro.ECGOST3410NamedCurves: java.util.Hashtable names>
org.bouncycastle.asn1.cryptopro.ECGOST3410NamedCurves	java.lang.Object	<org.bouncycastle.asn1.cryptopro.ECGOST3410NamedCurves: java.util.Hashtable objIds>
org.bouncycastle.asn1.eac.CertificateHolderAuthorization	java.lang.Object	<org.bouncycastle.asn1.eac.CertificateHolderAuthorization: org.bouncycastle.asn1.eac.BidirectionalMap AuthorizationRole>
org.bouncycastle.asn1.eac.CertificateHolderAuthorization	java.lang.Object	<org.bouncycastle.asn1.eac.CertificateHolderAuthorization: java.util.Hashtable RightsDecodeMap>
