<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>	<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>/java.util.Formatter$FormatSpecifier.print/5
<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>	<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>/java.util.Formatter$FormatSpecifier.print/6
<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>	<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>/java.util.Formatter$FormatSpecifier.print/7
<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>	<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>/java.util.Formatter$FormatSpecifier.print/8
<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>	<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>/java.util.Formatter$FormatSpecifier.print/9
<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>	<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>/java.util.Formatter$FormatSpecifier.print/10
<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>	<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>/java.util.Formatter$FormatSpecifier.print/11
<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>	<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>/java.util.Formatter$FormatSpecifier.print/12
<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>	<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>/java.util.Formatter$FormatSpecifier.print/13
<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>	<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>/java.util.Formatter$FormatSpecifier.print/14
<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>	<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>/java.util.Formatter$FormatSpecifier.print/15
<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>	<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>/java.util.Formatter$FormatSpecifier.print/16
<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>	<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>/java.util.Formatter$FormatSpecifier.print/17
<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>	<java.util.Formatter$FormatSpecifier: java.lang.Appendable print(java.lang.StringBuilder,java.time.temporal.TemporalAccessor,char,java.util.Locale)>/java.util.Formatter$FormatSpecifier.print/18
<java.util.prefs.AbstractPreferences: boolean nodeExists(java.util.StringTokenizer)>	<java.util.prefs.AbstractPreferences: boolean nodeExists(java.util.StringTokenizer)>/java.util.prefs.AbstractPreferences.nodeExists/0
<java.util.prefs.AbstractPreferences: void removeNode2()>	<java.util.prefs.AbstractPreferences: void removeNode2()>/java.util.prefs.AbstractPreferences.removeNode2/0
<java.util.prefs.AbstractPreferences: void sync2()>	<java.util.prefs.AbstractPreferences: void sync2()>/java.util.prefs.AbstractPreferences.sync2/0
<java.util.prefs.AbstractPreferences: void flush2()>	<java.util.prefs.AbstractPreferences: void flush2()>/java.util.prefs.AbstractPreferences.flush2/0
<sun.security.ssl.KerberosClientKeyExchange: void send(sun.security.ssl.HandshakeOutStream)>	<sun.security.ssl.KerberosClientKeyExchange: void send(sun.security.ssl.HandshakeOutStream)>/sun.security.ssl.KerberosClientKeyExchange.send/0
<sun.security.ssl.KerberosClientKeyExchange: void print(java.io.PrintStream)>	<sun.security.ssl.KerberosClientKeyExchange: void print(java.io.PrintStream)>/sun.security.ssl.KerberosClientKeyExchange.print/0
<sun.security.ssl.KerberosClientKeyExchange: void init(java.lang.String,java.security.AccessControlContext,sun.security.ssl.ProtocolVersion,java.security.SecureRandom)>	<sun.security.ssl.KerberosClientKeyExchange: void init(java.lang.String,java.security.AccessControlContext,sun.security.ssl.ProtocolVersion,java.security.SecureRandom)>/sun.security.ssl.KerberosClientKeyExchange.init/0
<sun.security.ssl.KerberosClientKeyExchange: void init(sun.security.ssl.ProtocolVersion,sun.security.ssl.ProtocolVersion,java.security.SecureRandom,sun.security.ssl.HandshakeInStream,java.security.AccessControlContext,java.lang.Object)>	<sun.security.ssl.KerberosClientKeyExchange: void init(sun.security.ssl.ProtocolVersion,sun.security.ssl.ProtocolVersion,java.security.SecureRandom,sun.security.ssl.HandshakeInStream,java.security.AccessControlContext,java.lang.Object)>/sun.security.ssl.KerberosClientKeyExchange.init/0
<jdk.internal.util.xml.impl.Parser: void attr(jdk.internal.util.xml.impl.Pair)>	<jdk.internal.util.xml.impl.Parser: void attr(jdk.internal.util.xml.impl.Pair)>/jdk.internal.util.xml.impl.Parser.attr/0
<jdk.internal.util.xml.impl.Parser: void attr(jdk.internal.util.xml.impl.Pair)>	<jdk.internal.util.xml.impl.Parser: void attr(jdk.internal.util.xml.impl.Pair)>/jdk.internal.util.xml.impl.Parser.attr/1
<jdk.internal.util.xml.impl.Parser: void attr(jdk.internal.util.xml.impl.Pair)>	<jdk.internal.util.xml.impl.Parser: void attr(jdk.internal.util.xml.impl.Pair)>/jdk.internal.util.xml.impl.Parser.attr/2
<jdk.internal.util.xml.impl.Parser: char getch()>	<jdk.internal.util.xml.impl.Parser: char getch()>/jdk.internal.util.xml.impl.Parser.getch/0
<jdk.internal.util.xml.impl.Parser: char getch()>	<jdk.internal.util.xml.impl.Parser: char getch()>/jdk.internal.util.xml.impl.Parser.getch/1
<org.apache.batik.transcoder.svg2svg.PrettyPrinter: void printChildren()>	<org.apache.batik.transcoder.svg2svg.PrettyPrinter: void printChildren()>/org.apache.batik.transcoder.svg2svg.PrettyPrinter.printChildren/0
<java.io.StreamTokenizer: int nextToken()>	<java.io.StreamTokenizer: int nextToken()>/java.io.StreamTokenizer.nextToken/0
<java.io.StreamTokenizer: int nextToken()>	<java.io.StreamTokenizer: int nextToken()>/java.io.StreamTokenizer.nextToken/1
<java.io.StreamTokenizer: int nextToken()>	<java.io.StreamTokenizer: int nextToken()>/java.io.StreamTokenizer.nextToken/2
<java.io.StreamTokenizer: int nextToken()>	<java.io.StreamTokenizer: int nextToken()>/java.io.StreamTokenizer.nextToken/3
<java.awt.Toolkit: void setDynamicLayout(boolean)>	<java.awt.Toolkit: void setDynamicLayout(boolean)>/java.awt.Toolkit.setDynamicLayout/0
<java.awt.Toolkit: boolean isDynamicLayoutSet()>	<java.awt.Toolkit: boolean isDynamicLayoutSet()>/java.awt.Toolkit.isDynamicLayoutSet/0
<java.awt.Toolkit: boolean isDynamicLayoutActive()>	<java.awt.Toolkit: boolean isDynamicLayoutActive()>/java.awt.Toolkit.isDynamicLayoutActive/0
<java.awt.Toolkit: java.awt.Insets getScreenInsets(java.awt.GraphicsConfiguration)>	<java.awt.Toolkit: java.awt.Insets getScreenInsets(java.awt.GraphicsConfiguration)>/java.awt.Toolkit.getScreenInsets/0
<java.awt.Toolkit: java.awt.datatransfer.Clipboard getSystemSelection()>	<java.awt.Toolkit: java.awt.datatransfer.Clipboard getSystemSelection()>/java.awt.Toolkit.getSystemSelection/0
<java.awt.Toolkit: java.awt.Cursor createCustomCursor(java.awt.Image,java.awt.Point,java.lang.String)>	<java.awt.Toolkit: java.awt.Cursor createCustomCursor(java.awt.Image,java.awt.Point,java.lang.String)>/java.awt.Toolkit.createCustomCursor/0
<java.awt.Toolkit: java.awt.Dimension getBestCursorSize(int,int)>	<java.awt.Toolkit: java.awt.Dimension getBestCursorSize(int,int)>/java.awt.Toolkit.getBestCursorSize/0
<java.awt.Toolkit: int getMaximumCursorColors()>	<java.awt.Toolkit: int getMaximumCursorColors()>/java.awt.Toolkit.getMaximumCursorColors/0
<java.awt.Toolkit: boolean isFrameStateSupported(int)>	<java.awt.Toolkit: boolean isFrameStateSupported(int)>/java.awt.Toolkit.isFrameStateSupported/0
<java.awt.Toolkit: boolean areExtraMouseButtonsEnabled()>	<java.awt.Toolkit: boolean areExtraMouseButtonsEnabled()>/java.awt.Toolkit.areExtraMouseButtonsEnabled/0
<sun.misc.ExtensionInfo: int strictCompareExtensionVersion(java.lang.String,java.lang.String)>	<sun.misc.ExtensionInfo: int strictCompareExtensionVersion(java.lang.String,java.lang.String)>/sun.misc.ExtensionInfo.strictCompareExtensionVersion/0
<sun.net.www.http.HttpClient: boolean parseHTTP(sun.net.www.MessageHeader,sun.net.ProgressSource,sun.net.www.protocol.http.HttpURLConnection)>	<sun.net.www.http.HttpClient: boolean parseHTTP(sun.net.www.MessageHeader,sun.net.ProgressSource,sun.net.www.protocol.http.HttpURLConnection)>/sun.net.www.http.HttpClient.parseHTTP/0
<sun.net.www.http.HttpClient: boolean parseHTTPHeader(sun.net.www.MessageHeader,sun.net.ProgressSource,sun.net.www.protocol.http.HttpURLConnection)>	<sun.net.www.http.HttpClient: boolean parseHTTPHeader(sun.net.www.MessageHeader,sun.net.ProgressSource,sun.net.www.protocol.http.HttpURLConnection)>/sun.net.www.http.HttpClient.parseHTTPHeader/0
<java.util.prefs.XmlSupport: void putPreferencesInXml(org.w3c.dom.Element,org.w3c.dom.Document,java.util.prefs.Preferences,boolean)>	<java.util.prefs.XmlSupport: void putPreferencesInXml(org.w3c.dom.Element,org.w3c.dom.Document,java.util.prefs.Preferences,boolean)>/java.util.prefs.XmlSupport.putPreferencesInXml/0
<sun.awt.datatransfer.DataTransferer$ReencodingInputStream: int read()>	<sun.awt.datatransfer.DataTransferer$ReencodingInputStream: int read()>/sun.awt.datatransfer.DataTransferer$ReencodingInputStream.read/0
<java.util.zip.GZIPInputStream: int read(byte[],int,int)>	<java.util.zip.GZIPInputStream: int read(byte[],int,int)>/java.util.zip.GZIPInputStream.read/0
<java.lang.Class: java.lang.reflect.Field getField0(java.lang.String)>	<java.lang.Class: java.lang.reflect.Field getField0(java.lang.String)>/java.lang.Class.getField0/0
<java.lang.Class: java.lang.reflect.Field getField0(java.lang.String)>	<java.lang.Class: java.lang.reflect.Field getField0(java.lang.String)>/java.lang.Class.getField0/1
<org.apache.batik.dom.AbstractParentNode: org.w3c.dom.Node insertBefore(org.w3c.dom.Node,org.w3c.dom.Node)>	<org.apache.batik.dom.AbstractParentNode: org.w3c.dom.Node insertBefore(org.w3c.dom.Node,org.w3c.dom.Node)>/org.apache.batik.dom.AbstractParentNode.insertBefore/0
<org.apache.batik.dom.AbstractParentNode: org.w3c.dom.Node replaceChild(org.w3c.dom.Node,org.w3c.dom.Node)>	<org.apache.batik.dom.AbstractParentNode: org.w3c.dom.Node replaceChild(org.w3c.dom.Node,org.w3c.dom.Node)>/org.apache.batik.dom.AbstractParentNode.replaceChild/0
<org.apache.batik.dom.AbstractParentNode: org.w3c.dom.Node appendChild(org.w3c.dom.Node)>	<org.apache.batik.dom.AbstractParentNode: org.w3c.dom.Node appendChild(org.w3c.dom.Node)>/org.apache.batik.dom.AbstractParentNode.appendChild/0
<org.apache.batik.util.ClassFileUtilities: void collectJars(java.io.File,java.util.Map,java.util.Map)>	<org.apache.batik.util.ClassFileUtilities: void collectJars(java.io.File,java.util.Map,java.util.Map)>/org.apache.batik.util.ClassFileUtilities.collectJars/0
<org.apache.batik.util.ClassFileUtilities: void computeClassDependencies(java.io.InputStream,java.util.Set,java.util.Set,java.util.Set,boolean)>	<org.apache.batik.util.ClassFileUtilities: void computeClassDependencies(java.io.InputStream,java.util.Set,java.util.Set,java.util.Set,boolean)>/org.apache.batik.util.ClassFileUtilities.computeClassDependencies/0
<sun.nio.cs.StreamEncoder: void flushLeftoverChar(java.nio.CharBuffer,boolean)>	<sun.nio.cs.StreamEncoder: void flushLeftoverChar(java.nio.CharBuffer,boolean)>/sun.nio.cs.StreamEncoder.flushLeftoverChar/0
<sun.security.provider.X509Factory: int readBERInternal(java.io.InputStream,java.io.ByteArrayOutputStream,int)>	<sun.security.provider.X509Factory: int readBERInternal(java.io.InputStream,java.io.ByteArrayOutputStream,int)>/sun.security.provider.X509Factory.readBERInternal/0
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String,boolean)>	<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String,boolean)>/java.lang.ClassLoader.loadClass/0
<java.lang.ClassLoader: java.util.Enumeration getResources(java.lang.String)>	<java.lang.ClassLoader: java.util.Enumeration getResources(java.lang.String)>/java.lang.ClassLoader.getResources/0
<sun.font.Type1Font: java.nio.ByteBuffer getBuffer()>	<sun.font.Type1Font: java.nio.ByteBuffer getBuffer()>/sun.font.Type1Font.getBuffer/0
<org.apache.batik.bridge.svg12.XPathSubsetContentSelector$Scanner: void nextToken()>	<org.apache.batik.bridge.svg12.XPathSubsetContentSelector$Scanner: void nextToken()>/org.apache.batik.bridge.svg12.XPathSubsetContentSelector$Scanner.nextToken/0
<java.awt.AWTEventMulticaster: void saveInternal(java.io.ObjectOutputStream,java.lang.String)>	<java.awt.AWTEventMulticaster: void saveInternal(java.io.ObjectOutputStream,java.lang.String)>/java.awt.AWTEventMulticaster.saveInternal/0
<java.awt.AWTEventMulticaster: void saveInternal(java.io.ObjectOutputStream,java.lang.String)>	<java.awt.AWTEventMulticaster: void saveInternal(java.io.ObjectOutputStream,java.lang.String)>/java.awt.AWTEventMulticaster.saveInternal/1
<javax.swing.JEditorPane: void read(java.io.InputStream,javax.swing.text.Document)>	<javax.swing.JEditorPane: void read(java.io.InputStream,javax.swing.text.Document)>/javax.swing.JEditorPane.read/0
<javax.swing.JEditorPane: java.io.InputStream getStream(java.net.URL)>	<javax.swing.JEditorPane: java.io.InputStream getStream(java.net.URL)>/javax.swing.JEditorPane.getStream/0
<javax.swing.JOptionPane: java.awt.Frame getFrameForComponent(java.awt.Component)>	<javax.swing.JOptionPane: java.awt.Frame getFrameForComponent(java.awt.Component)>/javax.swing.JOptionPane.getFrameForComponent/0
<javax.swing.JOptionPane: java.awt.Window getWindowForComponent(java.awt.Component)>	<javax.swing.JOptionPane: java.awt.Window getWindowForComponent(java.awt.Component)>/javax.swing.JOptionPane.getWindowForComponent/0
<org.apache.xmlgraphics.ps.PSDictionary$Maker: org.apache.xmlgraphics.ps.PSDictionary parseDictionary(java.lang.String)>	<org.apache.xmlgraphics.ps.PSDictionary$Maker: org.apache.xmlgraphics.ps.PSDictionary parseDictionary(java.lang.String)>/org.apache.xmlgraphics.ps.PSDictionary$Maker.parseDictionary/0
<javax.swing.text.Utilities: int getNextVisualPositionFrom(javax.swing.text.View,int,javax.swing.text.Position$Bias,java.awt.Shape,int,javax.swing.text.Position$Bias[])>	<javax.swing.text.Utilities: int getNextVisualPositionFrom(javax.swing.text.View,int,javax.swing.text.Position$Bias,java.awt.Shape,int,javax.swing.text.Position$Bias[])>/javax.swing.text.Utilities.getNextVisualPositionFrom/0
<org.apache.batik.dom.util.DOMUtilities: void writeNode(org.w3c.dom.Node,java.io.Writer,org.apache.batik.dom.util.DOMUtilities$NSMap,boolean)>	<org.apache.batik.dom.util.DOMUtilities: void writeNode(org.w3c.dom.Node,java.io.Writer,org.apache.batik.dom.util.DOMUtilities$NSMap,boolean)>/org.apache.batik.dom.util.DOMUtilities.writeNode/0
<java.awt.font.TextMeasurer: int calcLineBreak(int,float)>	<java.awt.font.TextMeasurer: int calcLineBreak(int,float)>/java.awt.font.TextMeasurer.calcLineBreak/0
<java.lang.invoke.MethodHandleImpl: java.lang.invoke.MethodHandle throwException(java.lang.invoke.MethodType)>	<java.lang.invoke.MethodHandleImpl: java.lang.invoke.MethodHandle throwException(java.lang.invoke.MethodType)>/java.lang.invoke.MethodHandleImpl.throwException/0
<javax.swing.JMenuBar: boolean processBindingForKeyStrokeRecursive(javax.swing.MenuElement,javax.swing.KeyStroke,java.awt.event.KeyEvent,int,boolean)>	<javax.swing.JMenuBar: boolean processBindingForKeyStrokeRecursive(javax.swing.MenuElement,javax.swing.KeyStroke,java.awt.event.KeyEvent,int,boolean)>/javax.swing.JMenuBar.processBindingForKeyStrokeRecursive/0
<java.awt.EventQueue: void postEventPrivate(java.awt.AWTEvent)>	<java.awt.EventQueue: void postEventPrivate(java.awt.AWTEvent)>/java.awt.EventQueue.postEventPrivate/0
<java.awt.EventQueue: java.awt.SecondaryLoop createSecondaryLoop(java.awt.Conditional,java.awt.EventFilter,long)>	<java.awt.EventQueue: java.awt.SecondaryLoop createSecondaryLoop(java.awt.Conditional,java.awt.EventFilter,long)>/java.awt.EventQueue.createSecondaryLoop/0
