java.lang.String	java.lang.String	<java.lang.String: java.io.ObjectStreamField[] serialPersistentFields>
java.lang.Throwable	java.lang.Object	<java.lang.Throwable: java.lang.Throwable[] EMPTY_THROWABLE_ARRAY>
java.lang.Throwable	java.lang.Throwable	<java.lang.Throwable: java.lang.Throwable[] EMPTY_THROWABLE_ARRAY>
java.util.TimSort	java.lang.Object	<java.util.TimSort: java.lang.Object[] a>
java.util.TimSort	java.lang.Object	<java.util.TimSort: java.lang.Object[] tmp>
java.util.ComparableTimSort	java.lang.Object	<java.util.ComparableTimSort: java.lang.Object[] a>
java.util.ComparableTimSort	java.lang.Object	<java.util.ComparableTimSort: java.lang.Object[] tmp>
java.util.Collections	java.lang.Object	<java.util.Collections: java.util.List EMPTY_LIST>
java.util.Collections	java.lang.Object	<java.util.Collections: java.util.Map EMPTY_MAP>
java.util.Collections	java.lang.Object	<java.util.Collections: java.util.Set EMPTY_SET>
org.apache.xmlbeans.impl.store.Query	java.lang.Object	<org.apache.xmlbeans.impl.store.Query: java.util.HashMap _xqrl2002QueryCache>
org.apache.xmlbeans.impl.store.Query	java.lang.Object	<org.apache.xmlbeans.impl.store.Query: java.util.HashMap _xdkQueryCache>
org.apache.xmlbeans.impl.store.Query	java.lang.Object	<org.apache.xmlbeans.impl.store.Query: java.util.HashMap _xqrlQueryCache>
org.apache.xmlbeans.XmlValidationError	java.lang.Object	<org.apache.xmlbeans.XmlValidationError: java.util.List _expectedQNames>
org.apache.xmlbeans.impl.regex.Token	java.lang.Object	<org.apache.xmlbeans.impl.regex.Token: java.util.Hashtable categories>
org.apache.xmlbeans.impl.regex.Token	java.lang.Object	<org.apache.xmlbeans.impl.regex.Token: java.util.Hashtable categories2>
org.apache.xmlbeans.impl.regex.Token	java.lang.Object	<org.apache.xmlbeans.impl.regex.Token: java.util.Hashtable nonxs>
org.apache.xmlbeans.impl.common.XPath$CompilationContext	java.lang.Object	<org.apache.xmlbeans.impl.common.XPath$CompilationContext: java.util.Map _namespaces>
org.apache.xmlbeans.impl.common.XPath$CompilationContext	java.lang.Object	<org.apache.xmlbeans.impl.common.XPath$CompilationContext: java.util.Map _externalNamespaces>
org.apache.xmlbeans.impl.tool.BaseSchemaResourceManager	java.lang.Object	<org.apache.xmlbeans.impl.tool.BaseSchemaResourceManager: java.util.Map _resourceForFilename>
org.apache.xmlbeans.impl.tool.BaseSchemaResourceManager	java.lang.Object	<org.apache.xmlbeans.impl.tool.BaseSchemaResourceManager: java.util.Map _resourceForDigest>
org.apache.xmlbeans.impl.tool.BaseSchemaResourceManager	java.lang.Object	<org.apache.xmlbeans.impl.tool.BaseSchemaResourceManager: java.util.Map _resourceForCacheEntry>
org.apache.xmlbeans.impl.tool.BaseSchemaResourceManager	java.lang.Object	<org.apache.xmlbeans.impl.tool.BaseSchemaResourceManager: java.util.Map _resourceForNamespace>
org.apache.xmlbeans.impl.tool.BaseSchemaResourceManager	java.lang.Object	<org.apache.xmlbeans.impl.tool.BaseSchemaResourceManager: java.util.Map _resourceForURL>
org.apache.xmlbeans.impl.tool.BaseSchemaResourceManager	java.lang.Object	<org.apache.xmlbeans.impl.tool.BaseSchemaResourceManager: java.util.Set _redownloadSet>
org.apache.xmlbeans.QNameSetBuilder	java.lang.Object	<org.apache.xmlbeans.QNameSetBuilder: java.util.Set _includedURIs>
org.apache.xmlbeans.QNameSetBuilder	java.lang.Object	<org.apache.xmlbeans.QNameSetBuilder: java.util.Set _excludedQNames>
org.apache.xmlbeans.QNameSetBuilder	java.lang.Object	<org.apache.xmlbeans.QNameSetBuilder: java.util.Set _includedQNames>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _containers>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _redefinedModelGroups>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _redefinedAttributeGroups>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _redefinedGlobalTypes>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _globalElements>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _globalAttributes>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _modelGroups>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _attributeGroups>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _globalTypes>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _documentTypes>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _attributeTypes>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _idConstraints>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.List _annotations>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Set _namespaces>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Collection _errorListener>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Set _mdefNamespaces>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _compatMap>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _misspelledNames>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Set _processingGroups>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _typesByClassname>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: java.util.Map _sourceForUri>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_NONE>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_WS_COLLAPSE>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_LIST>
org.apache.xmlbeans.impl.schema.StscState	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_UNION>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.SchemaTypeImpl[] _typeArray>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: java.util.Map _typeMap>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: java.util.Map _typesByClassname>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: java.util.Map _objectsToHandles>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: java.util.Map _handlesToObjects>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_NONE>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_WS_PRESERVE>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_WS_COLLAPSE>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_INTEGER>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_LONG>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_INT>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_SHORT>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_BYTE>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_NONPOSITIVE>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_NEGATIVE>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_NONNEGATIVE>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_POSITIVE>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_UNSIGNED_LONG>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_UNSIGNED_INT>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_UNSIGNED_SHORT>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_UNSIGNED_BYTE>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_WS_REPLACE>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_BUILTIN_LIST>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_UNION>
org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem	java.lang.Object	<org.apache.xmlbeans.impl.schema.XQuerySchemaTypeSystem: org.apache.xmlbeans.impl.schema.XmlValueRef[] FACETS_LIST>
org.apache.xmlbeans.impl.regex.Op$UnionOp	java.lang.Object	<org.apache.xmlbeans.impl.regex.Op$UnionOp: java.util.Vector branches>
org.apache.xmlbeans.impl.tool.SchemaCompiler	java.lang.Object	<org.apache.xmlbeans.impl.tool.SchemaCompiler: java.util.Map MAP_COMPATIBILITY_CONFIG_URIS>
org.apache.xmlbeans.impl.store.DomImpl$ElementsNodeList	java.lang.Object	<org.apache.xmlbeans.impl.store.DomImpl$ElementsNodeList: java.util.ArrayList _elements>
org.apache.xmlbeans.impl.store.Xobj$DocumentXobj	java.lang.Object	<org.apache.xmlbeans.impl.store.Xobj$DocumentXobj: java.util.Hashtable _idToElement>
org.apache.xmlbeans.impl.tool.SchemaCompiler$Parameters	java.lang.Object	<org.apache.xmlbeans.impl.tool.SchemaCompiler$Parameters: java.net.URL[] urlFiles>
org.apache.xmlbeans.impl.tool.SchemaCompiler$Parameters	java.lang.Object	<org.apache.xmlbeans.impl.tool.SchemaCompiler$Parameters: java.util.Collection errorListener>
org.apache.xmlbeans.impl.tool.SchemaCompiler$Parameters	java.lang.Object	<org.apache.xmlbeans.impl.tool.SchemaCompiler$Parameters: java.util.List extensions>
org.apache.xmlbeans.impl.tool.SchemaCompiler$Parameters	java.lang.Object	<org.apache.xmlbeans.impl.tool.SchemaCompiler$Parameters: java.util.Set mdefNamespaces>
org.apache.xmlbeans.impl.schema.StscTranslator$RedefinitionMaster	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscTranslator$RedefinitionMaster: java.util.Map stRedefinitions>
org.apache.xmlbeans.impl.schema.StscTranslator$RedefinitionMaster	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscTranslator$RedefinitionMaster: java.util.Map ctRedefinitions>
org.apache.xmlbeans.impl.schema.StscTranslator$RedefinitionMaster	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscTranslator$RedefinitionMaster: java.util.Map agRedefinitions>
org.apache.xmlbeans.impl.schema.StscTranslator$RedefinitionMaster	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscTranslator$RedefinitionMaster: java.util.Map mgRedefinitions>
org.apache.xmlbeans.impl.common.Sax2Dom	java.lang.Object	<org.apache.xmlbeans.impl.common.Sax2Dom: java.util.Stack _nodeStk>
org.apache.xmlbeans.impl.common.Sax2Dom	java.lang.Object	<org.apache.xmlbeans.impl.common.Sax2Dom: java.util.Vector _namespaceDecls>
org.apache.xmlbeans.impl.common.IdentityConstraint$KeyrefState	java.lang.Object	<org.apache.xmlbeans.impl.common.IdentityConstraint$KeyrefState: java.util.Map _keyValues>
org.apache.xmlbeans.impl.jam.internal.parser.ParamStructPool	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.parser.ParamStructPool: java.util.List mList>
org.apache.xmlbeans.impl.tool.XsbDumper$StringPool	java.lang.Object	<org.apache.xmlbeans.impl.tool.XsbDumper$StringPool: java.util.List intsToStrings>
org.apache.xmlbeans.impl.tool.XsbDumper$StringPool	java.lang.Object	<org.apache.xmlbeans.impl.tool.XsbDumper$StringPool: java.util.Map stringsToInts>
org.apache.xmlbeans.impl.schema.StscComplexTypeResolver	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscComplexTypeResolver: java.util.Map particleCodeMap>
org.apache.xmlbeans.impl.schema.StscComplexTypeResolver	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscComplexTypeResolver: java.util.Map attributeCodeMap>
org.apache.xmlbeans.impl.schema.StscState$StscStack	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscState$StscStack: java.util.ArrayList stack>
org.apache.xmlbeans.impl.jam.annotation.TypedAnnotationProxyBase	java.lang.Object	<org.apache.xmlbeans.impl.jam.annotation.TypedAnnotationProxyBase: java.util.List mValues>
org.apache.xmlbeans.impl.jam.internal.elements.PrimitiveClassImpl	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.elements.PrimitiveClassImpl: java.lang.Object[][] PRIMITIVES>
org.apache.xmlbeans.impl.jam.internal.elements.PrimitiveClassImpl	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.elements.PrimitiveClassImpl: java.util.Map NAME_TO_FD>
org.apache.xmlbeans.impl.jam.internal.elements.PrimitiveClassImpl	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.elements.PrimitiveClassImpl: java.util.Map NAME_TO_CLASS>
org.apache.xmlbeans.impl.common.IdentityConstraint	java.lang.Object	<org.apache.xmlbeans.impl.common.IdentityConstraint: java.util.Collection _errorListener>
org.apache.xmlbeans.impl.regex.Token$UnionToken	java.lang.Object	<org.apache.xmlbeans.impl.regex.Token$UnionToken: java.util.Vector children>
org.apache.xmlbeans.impl.schema.SchemaTypeSystemCompiler$Parameters	java.lang.Object	<org.apache.xmlbeans.impl.schema.SchemaTypeSystemCompiler$Parameters: java.util.Collection errorListener>
org.apache.xmlbeans.impl.schema.SchemaTypeSystemCompiler$Parameters	java.lang.Object	<org.apache.xmlbeans.impl.schema.SchemaTypeSystemCompiler$Parameters: java.util.Map sourcesToCopyMap>
org.apache.xmlbeans.impl.inst2xsd.util.Type	java.lang.Object	<org.apache.xmlbeans.impl.inst2xsd.util.Type: java.util.List _elements>
org.apache.xmlbeans.impl.inst2xsd.util.Type	java.lang.Object	<org.apache.xmlbeans.impl.inst2xsd.util.Type: java.util.List _attributes>
org.apache.xmlbeans.impl.inst2xsd.util.Type	java.lang.Object	<org.apache.xmlbeans.impl.inst2xsd.util.Type: java.util.List _enumerationValues>
org.apache.xmlbeans.impl.inst2xsd.util.Type	java.lang.Object	<org.apache.xmlbeans.impl.inst2xsd.util.Type: java.util.List _enumerationQNames>
org.apache.xmlbeans.impl.tool.SchemaCodeGenerator	java.lang.Object	<org.apache.xmlbeans.impl.tool.SchemaCodeGenerator: java.util.Set deleteFileQueue>
org.apache.xmlbeans.StringEnumAbstractBase$Table	java.lang.Object	<org.apache.xmlbeans.StringEnumAbstractBase$Table: java.util.Map _map>
org.apache.xmlbeans.StringEnumAbstractBase$Table	java.lang.Object	<org.apache.xmlbeans.StringEnumAbstractBase$Table: java.util.List _list>
org.apache.xmlbeans.impl.jam.internal.DirectoryScanner	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.DirectoryScanner: java.util.List mIncludeList>
org.apache.xmlbeans.impl.jam.internal.DirectoryScanner	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.DirectoryScanner: java.util.List mExcludeList>
org.apache.xmlbeans.impl.jam.internal.DirectoryScanner	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.DirectoryScanner: java.util.Vector mFilesIncluded>
org.apache.xmlbeans.impl.jam.internal.DirectoryScanner	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.DirectoryScanner: java.util.Vector mDirsIncluded>
org.apache.xmlbeans.impl.xsd2inst.SampleXmlUtil	java.lang.Object	<org.apache.xmlbeans.impl.xsd2inst.SampleXmlUtil: java.util.ArrayList _typeStack>
org.apache.xmlbeans.impl.xsd2inst.SampleXmlUtil	java.lang.Object	<org.apache.xmlbeans.impl.xsd2inst.SampleXmlUtil: java.util.Set SKIPPED_SOAP_ATTRS>
org.apache.xmlbeans.QNameSet	java.lang.Object	<org.apache.xmlbeans.QNameSet: java.util.Set _includedURIs>
org.apache.xmlbeans.QNameSet	java.lang.Object	<org.apache.xmlbeans.QNameSet: java.util.Set _excludedQNames>
org.apache.xmlbeans.QNameSet	java.lang.Object	<org.apache.xmlbeans.QNameSet: java.util.Set _includedQNames>
org.apache.xmlbeans.impl.schema.StscImporter$SchemaToProcess	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscImporter$SchemaToProcess: java.util.List redefines>
org.apache.xmlbeans.impl.schema.StscImporter$SchemaToProcess	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscImporter$SchemaToProcess: java.util.List redefineObjects>
org.apache.xmlbeans.impl.schema.StscImporter$SchemaToProcess	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscImporter$SchemaToProcess: java.util.List includes>
org.apache.xmlbeans.impl.schema.StscImporter$SchemaToProcess	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscImporter$SchemaToProcess: java.util.Set indirectIncludes>
org.apache.xmlbeans.impl.schema.StscImporter$SchemaToProcess	java.lang.Object	<org.apache.xmlbeans.impl.schema.StscImporter$SchemaToProcess: java.util.Set indirectIncludedBy>
org.apache.xmlbeans.impl.common.XmlErrorWatcher	java.lang.Object	<org.apache.xmlbeans.impl.common.XmlErrorWatcher: java.util.Collection _underlying>
org.apache.xmlbeans.impl.inst2xsd.util.TypeSystemHolder	java.lang.Object	<org.apache.xmlbeans.impl.inst2xsd.util.TypeSystemHolder: java.util.Map _globalElements>
org.apache.xmlbeans.impl.inst2xsd.util.TypeSystemHolder	java.lang.Object	<org.apache.xmlbeans.impl.inst2xsd.util.TypeSystemHolder: java.util.Map _globalAttributes>
org.apache.xmlbeans.impl.inst2xsd.util.TypeSystemHolder	java.lang.Object	<org.apache.xmlbeans.impl.inst2xsd.util.TypeSystemHolder: java.util.Map _globalTypes>
org.apache.xmlbeans.impl.jam.internal.elements.ClassImpl	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.elements.ClassImpl: java.util.ArrayList mInterfaceRefs>
org.apache.xmlbeans.impl.jam.internal.elements.ClassImpl	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.elements.ClassImpl: java.util.ArrayList mProperties>
org.apache.xmlbeans.impl.jam.internal.elements.ClassImpl	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.elements.ClassImpl: java.util.ArrayList mDeclaredProperties>
org.apache.xmlbeans.impl.jam.internal.elements.ClassImpl	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.elements.ClassImpl: java.util.ArrayList mInnerClasses>
org.apache.xmlbeans.impl.jam.internal.elements.ClassImpl	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.elements.ClassImpl: java.util.ArrayList mConstructors>
org.apache.xmlbeans.impl.jam.internal.elements.ClassImpl	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.elements.ClassImpl: java.util.ArrayList mFields>
org.apache.xmlbeans.impl.jam.internal.elements.ClassImpl	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.elements.ClassImpl: java.util.ArrayList mMethods>
org.apache.xmlbeans.impl.store.Path	java.lang.Object	<org.apache.xmlbeans.impl.store.Path: java.util.Map _xbeanPathCache>
org.apache.xmlbeans.impl.store.Path	java.lang.Object	<org.apache.xmlbeans.impl.store.Path: java.util.Map _xqrlPathCache>
org.apache.xmlbeans.impl.store.Path	java.lang.Object	<org.apache.xmlbeans.impl.store.Path: java.util.Map _xdkPathCache>
org.apache.xmlbeans.impl.store.Path	java.lang.Object	<org.apache.xmlbeans.impl.store.Path: java.util.Map _xqrl2002PathCache>
org.apache.xmlbeans.impl.store.Locale$DocProps	java.lang.Object	<org.apache.xmlbeans.impl.store.Locale$DocProps: java.util.HashMap _map>
org.apache.xmlbeans.impl.schema.SchemaDependencies	java.lang.Object	<org.apache.xmlbeans.impl.schema.SchemaDependencies: java.util.Map _dependencies>
org.apache.xmlbeans.impl.schema.SchemaDependencies	java.lang.Object	<org.apache.xmlbeans.impl.schema.SchemaDependencies: java.util.Map _contributions>
org.apache.xmlbeans.impl.util.FilerImpl	java.lang.Object	<org.apache.xmlbeans.impl.util.FilerImpl: java.util.List sourceFiles>
org.apache.xmlbeans.impl.util.FilerImpl	java.lang.Object	<org.apache.xmlbeans.impl.util.FilerImpl: java.util.Set seenTypes>
repackage.Repackager	java.lang.Object	<repackage.Repackager: java.util.List _fromPackages>
repackage.Repackager	java.lang.Object	<repackage.Repackager: java.util.List _toPackages>
org.apache.xmlbeans.impl.values.XmlObjectBase$ImmutableValueValidationContext	java.lang.Object	<org.apache.xmlbeans.impl.values.XmlObjectBase$ImmutableValueValidationContext: java.util.Collection _coll>
org.apache.xmlbeans.impl.jam.internal.JamClassLoaderImpl	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.JamClassLoaderImpl: java.util.Map mName2Package>
org.apache.xmlbeans.impl.jam.internal.JamClassLoaderImpl	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.JamClassLoaderImpl: java.util.Map mFd2ClassCache>
org.apache.xmlbeans.impl.jam.internal.JamClassLoaderImpl	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.JamClassLoaderImpl: java.util.Stack mInitializeStack>
org.apache.xmlbeans.impl.jam.internal.JamServiceContextImpl	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.JamServiceContextImpl: java.util.List mBaseBuilders>
org.apache.xmlbeans.impl.jam.internal.JamServiceContextImpl	java.lang.Object	<org.apache.xmlbeans.impl.jam.internal.JamServiceContextImpl: java.util.List mIncludeClasses>
